loc,v(g),n,v,e,lOComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
76,8,149,787.52,15750.5,7,15,24,85,64,1
20,2,84,434.27,4017.03,0,12,24,47,37,1
20,2,84,430.86,4158.72,0,12,23,47,37,1
31,6,76,357.23,7307.05,4,15,11,46,30,1
89,21,179,965.22,33300.26,0,23,19,122,57,1
81,9,198,1154.91,35639.87,14,25,32,119,79,1
30,2,86,433.82,5784.24,1,15,18,54,32,1
47,11,143,775.96,24093.43,0,23,20,89,54,1
191,27,581,3549.05,213471.74,32,22,47,324,257,1
36,7,72,363.2,5665.86,6,18,15,46,26,1
43,12,70,346.79,5053.28,0,17,14,46,24,1
219,31,0,0,0,0,0,0,0,0,1
8,1,17,62.91,301.96,0,8,5,11,6,1
14,3,56,274.79,2416.5,0,13,17,33,23,1
24,2,77,353.04,6472.44,0,15,9,55,22,1
24,2,89,418.34,9370.8,0,16,10,61,28,1
26,2,89,413.3,7364.31,0,14,11,61,28,1
70,5,0,0,0,0,0,0,0,0,1
24,4,0,0,0,0,0,0,0,0,1
25,4,111,582.52,11359.14,0,19,19,72,39,1
36,2,86,448.01,5973.51,1,16,21,51,35,1
29,4,100,535.76,6645.43,5,15,26,57,43,1
28,7,62,307.16,2883.89,5,13,18,36,26,1
6,1,13,43.19,86.37,0,4,6,7,6,1
40,5,132,711.79,14235.72,4,20,22,88,44,1
45,8,129,620.15,16950.73,0,16,12,88,41,1
45,7,121,581.69,14348.35,0,16,12,84,37,1
4,1,7,19.65,39.3,0,4,3,4,3,1
160,18,216,1149.54,59009.54,18,22,18,132,84,1
27,4,82,406.24,7149.9,0,16,15,49,33,1
121,22,345,2062.15,49298.55,5,15,48,192,153,1
12,2,17,62.91,352.28,0,8,5,10,7,1
26,2,22,81.41,314.01,1,6,7,13,9,1
25,6,0,0,0,0,0,0,0,0,1
34,9,110,539.76,9175.89,5,15,15,76,34,1
33,9,103,540.54,12011.92,1,20,18,63,40,1
145,10,382,2349.2,97048.2,37,26,45,239,143,1
5,1,7,19.65,39.3,0,4,3,4,3,1
28,7,54,262.33,3530.54,4,17,12,35,19,1
46,8,108,578.62,11543.38,5,21,20,70,38,1
41,10,120,638.63,18342.91,0,22,18,73,47,1
85,18,238,1400.07,40251.99,2,23,36,148,90,1
60,16,189,1005.84,48310.12,1,23,17,122,71,1
31,7,113,616.92,13880.6,0,22,22,68,45,1
39,8,129,712.54,18526.03,0,23,23,77,52,1
27,6,94,496.83,9413.58,0,20,19,58,36,1
62,16,226,1233.83,49004.57,0,21,23,139,87,1
138,35,498,3191.88,163640.68,0,26,46,210,147,1
30,8,0,0,0,0,0,0,0,0,1
34,9,0,0,0,0,0,0,0,0,1
13,4,0,0,0,0,0,0,0,0,1
26,34,333,1462.64,152114.74,2,14,7,229,104,1
43,11,235,1290.59,18789.41,0,11,34,145,90,1
67,11,0,0,0,0,0,0,0,0,1
14,4,0,0,0,0,0,0,0,0,1
17,5,47,225.95,2033.51,0,14,14,29,18,1
31,4,41,187.98,1691.85,8,12,12,23,18,1
42,7,84,434.27,7599.79,1,18,18,49,35,1
19,2,39,171.3,1713,0,12,9,24,15,1
20,3,68,333.67,2607.88,0,11,19,41,27,1
13,5,51,233.83,3702.36,0,15,9,32,19,1
14,3,22,83.76,527.7,1,9,5,15,7,1
20,4,51,224.01,3434.79,0,12,9,28,23,1
130,25,456,2813.49,139267.55,3,24,48,258,198,1
37,6,65,315.77,4398.21,0,15,14,39,26,1
24,8,72,360,4764.71,6,15,17,42,30,1
89,9,216,1275.89,42377.72,12,25,35,123,93,1
28,9,125,669.69,20327.18,0,24,17,82,43,1
91,11,245,1453.03,31551.52,13,19,42,149,96,1
42,6,117,653.44,5663.15,0,12,36,65,52,1
74,8,299,1678.8,98758.54,0,23,26,166,133,1
33,4,67,335,4690,3,16,16,39,28,1
96,11,232,1335.13,30374.3,4,18,36,141,91,1
6,1,10,25.85,38.77,0,3,3,7,3,1
9,3,23,95.91,678.21,0,11,7,14,9,1
21,7,86,404.24,5632.38,0,11,15,48,38,1
113,19,431,2419.94,95624.29,0,16,33,268,163,1
5,1,11,34.87,87.17,0,5,4,7,4,1
7,2,14,48.43,211.89,0,7,4,9,5,1
43,4,137,708.28,12647.85,0,15,21,87,50,1
63,12,160,920.78,18164.52,5,21,33,98,62,1
8,1,18,66.61,187.33,0,5,8,9,9,1
8,1,14,46.51,93.01,0,4,6,8,6,1
8,1,14,46.51,93.01,0,4,6,8,6,1
573,38,0,0,0,0,0,0,0,0,1
104,13,309,1725.75,100356.31,7,25,23,202,107,1
77,8,264,1432.53,80523.48,3,24,19,175,89,1
39,4,112,579.03,7854.69,0,13,23,64,48,1
30,4,108,589.62,15330.08,1,26,18,72,36,1
79,7,146,771.67,11575.03,18,13,26,86,60,1
240,40,1098,7648.43,693194.02,55,38,87,683,415,1
86,12,136,789.8,14512.58,0,24,32,87,49,1
82,15,192,1035.31,12282.72,0,9,33,105,87,1
101,22,304,1679.16,90814.72,19,22,24,186,118,1
55,12,202,1198.01,40908.48,1,27,34,117,86,1
41,5,0,0,0,0,0,0,0,0,1
35,12,0,0,0,0,0,0,0,0,1
8,1,11,34.87,108.97,0,5,4,6,5,1
200,25,0,0,0,0,0,0,0,0,1
27,2,61,286.73,2508.86,1,10,16,33,28,1
32,3,73,385.83,4323.1,0,17,22,44,29,1
41,7,0,0,0,0,0,0,0,0,1
165,16,0,0,0,0,0,0,0,0,1
23,4,53,254.79,3086.88,0,15,13,32,21,1
16,3,42,199.71,2323.84,0,16,11,26,16,1
54,7,162,770.29,20951.94,0,12,15,94,68,1
31,1,0,0,0,0,0,0,0,0,1
15,1,66,289.89,2717.75,0,9,12,41,25,1
7,1,26,89.95,629.62,0,7,4,18,8,1
31,12,0,0,0,0,0,0,0,0,1
81,24,231,1253.47,61718.34,0,22,21,137,94,1
27,8,71,344.92,6352.21,0,17,12,45,26,1
164,5,834,5427.5,202995.67,1,15,76,455,379,1
116,2,486,3339,59506.88,0,16,101,261,225,1
56,5,243,1429.48,28722.62,0,16,43,135,108,1
60,8,156,866.52,27818.77,5,23,24,89,67,1
36,4,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,1
184,9,693,4662.45,167499.82,13,19,87,364,329,1
469,2,1186,8191.57,359168.94,130,16,104,616,570,1
242,3,1237,9296.92,276879.2,19,18,165,691,546,1
96,1,468,2828.78,53039.56,12,10,56,258,210,1
463,94,1756,12727.36,913945.71,34,26,126,1060,696,1
169,5,842,5466.14,209353.17,1,15,75,459,383,1
221,1,1396,9691.75,287464.24,2,11,112,792,604,1
95,22,0,0,0,0,0,0,0,0,1
85,4,317,1612.73,73943.47,0,14,20,186,131,1
113,1,565,3427.34,62970.12,0,8,59,294,271,1
91,2,260,1624.46,23292.68,19,14,62,133,127,1
22,3,61,307.71,2461.66,0,12,21,33,28,1
57,7,172,970.74,35432.13,6,25,25,99,73,1
22,2,66,317.29,3079.54,0,11,17,36,30,1
22,2,66,320.63,2939.08,0,11,18,36,30,1
163,5,840,5479.79,203890.96,1,15,77,458,382,1
166,1,141,734.53,4016.98,1,5,32,71,70,1
15,1,32,135.93,470.54,0,6,13,17,15,1
41,5,110,593.15,6514.48,1,13,29,61,49,1
61,26,297,1795.19,57612.92,8,23,43,177,120,1
56,6,154,855.41,28563.14,5,24,23,90,64,1
55,6,153,757.99,19975.32,9,14,17,89,64,1
415,9,2057,15427.18,849494.97,2,19,162,1118,939,1
43,2,138,734.43,7142.89,1,9,31,71,67,1
21,6,0,0,0,0,0,0,0,0,1
50,6,0,0,0,0,0,0,0,0,1
163,5,842,5466.14,209353.17,1,15,75,459,383,1
168,5,852,5544.64,212301.39,1,15,76,464,388,1
324,6,1540,11205.23,496927.66,1,17,138,820,720,1
169,5,842,5479.56,207105.85,1,15,76,459,383,1
139,5,897,5893.16,224308.42,1,15,80,491,406,1
455,23,1793,13503.77,879854.82,17,26,160,966,834,1
66,3,213,1296.63,9724.72,1,10,58,126,87,1
106,3,422,2690.27,53766.34,2,14,69,225,197,1
123,2,661,4456.11,147512.6,1,20,87,373,288,1
124,7,643,4005.13,146687.9,0,15,60,350,293,1
163,5,840,5479.79,203890.96,1,15,77,458,382,1
77,1,365,2273.52,23753.18,0,8,67,190,175,1
26,2,40,166.8,1134.22,7,8,10,23,17,1
65,7,170,944.28,27006.41,18,22,25,105,65,1
52,6,117,626.83,15796.21,7,21,20,69,48,1
24,4,0,0,0,0,0,0,0,0,1
53,10,127,656.58,11490.16,4,14,22,72,55,1
24,5,68,326.9,3172.85,0,11,17,38,30,1
17,2,29,123.19,582.35,3,8,11,16,13,1
45,1,140,768.86,8589.6,5,13,32,85,55,1
38,3,139,780.44,10157.26,1,15,34,80,59,1
57,3,0,0,0,0,0,0,0,0,1
152,3,434,2803.39,61634.6,40,18,70,263,171,1
34,7,86,430,5442.89,2,13,19,49,37,1
14,1,0,0,0,0,0,0,0,0,1
55,4,168,868.55,22384.84,5,14,22,87,81,1
42,5,107,535,10621.32,6,15,17,62,45,1
35,4,62,294.8,2948.03,3,12,15,37,25,1
36,4,94,446.96,9145.48,6,14,13,56,38,1
117,18,296,1789.14,62875.51,12,24,42,173,123,1
13,3,30,117.21,966.96,0,9,6,19,11,1
4,1,7,19.65,58.95,0,6,1,6,1,1
30,4,137,724.1,14895.77,0,18,21,89,48,1
17,2,27,112.59,540.42,3,8,10,15,12,1
19,3,35,156.08,1170.6,3,11,11,20,15,1
13,3,46,218.72,2031.02,0,13,14,26,20,1
6,1,14,46.51,139.52,0,5,5,8,6,1
8,1,0,0,0,0,0,0,0,0,1
11,1,25,102.19,980.99,0,12,5,17,8,1
18,2,28,118.94,642.29,3,9,10,16,12,1
67,11,211,1165.47,44336.48,6,22,24,128,83,1
4,1,8,22.46,84.22,0,5,2,5,3,1
70,9,216,1157.23,43974.79,7,19,22,128,88,1
32,5,66,302.61,3350.3,0,10,14,35,31,1
20,5,41,174.17,1203.32,0,8,11,22,19,1
14,4,32,130.8,956.47,0,9,8,19,13,1
70,7,182,1070.64,34163.18,5,26,33,101,81,1
37,6,94,485.97,9565.99,0,17,19,50,44,1
88,14,335,2010,44461.2,1,14,50,177,158,1
95,5,196,1076.4,28345.28,40,18,27,117,79,1
186,28,434,2531.47,226792.97,45,29,28,261,173,1
50,11,238,1220.77,62335.54,4,19,16,152,86,1
57,5,110,528.81,9716.87,3,12,16,61,49,1
165,22,409,2661.69,68604.07,10,20,71,226,183,1
35,3,90,457.87,5128.16,5,14,20,58,32,1
24,3,50,229.25,2177.86,3,12,12,31,19,1
67,12,242,1399.09,60836.25,1,26,29,148,97,1
23,4,62,304.23,4867.64,3,16,14,34,28,1
74,12,0,0,0,0,0,0,0,0,1
10,2,56,260.06,3144.31,0,14,11,37,19,1
50,8,111,569.35,13184.02,13,19,16,72,39,1
52,9,0,0,0,0,0,0,0,0,1
18,2,16,57.36,240.91,8,7,5,10,6,1
31,12,131,743.09,12464.7,1,20,31,79,52,1
94,12,240,1504.03,58093.11,10,33,44,137,103,1
5,1,14,48.43,254.27,0,7,4,8,6,1
19,6,63,309.13,3516.4,0,14,16,37,26,1
4,1,5,11.61,17.41,0,3,2,3,2,1
33,1,104,515.24,2130.3,4,5,26,61,43,1
36,2,332,1754.75,26321.3,0,6,33,167,165,1
41,7,113,613.17,9223.07,12,19,24,75,38,1
23,2,86,433.82,5639.63,0,13,20,46,40,1
591,88,1865,14322.23,963681.5,69,30,175,1080,785,1
10,1,35,143.06,506.68,0,5,12,18,17,1
5,1,15,51.89,151.35,0,5,6,8,7,1
115,2,580,3746.47,105742.77,1,19,69,375,205,1
113,16,350,2083.96,86030.5,6,23,39,210,140,1
17,3,23,87.57,437.85,0,7,7,13,10,1
200,52,1334,9292.36,922860.63,5,39,86,896,438,1
18,2,0,0,0,0,0,0,0,0,1
35,4,0,0,0,0,0,0,0,0,1
84,22,445,2699.41,172435.02,0,34,33,321,124,1
36,4,71,361.21,4134.89,2,15,19,42,29,1
65,9,184,992.19,31253.87,2,18,24,100,84,1
9,3,24,101.95,786.47,0,12,7,15,9,1
13,3,32,130.8,1103.61,0,9,8,17,15,1
5,1,13,44.97,134.92,0,6,5,8,5,1
20,7,41,185.47,2308.02,0,14,9,25,16,1
30,6,76,380,8053.08,4,19,13,47,29,1
45,5,148,835.29,15270.16,1,18,32,83,65,1
15,4,28,121.01,1011.33,0,13,7,19,9,1
107,14,317,2042.41,39661.86,5,19,68,178,139,1
54,8,198,1099.81,43117.5,1,25,22,129,69,1
112,20,382,2218.41,109777.66,2,23,33,240,142,1
246,46,845,5125.85,474915.53,19,24,43,513,332,1
48,8,142,779.84,15956.79,0,19,26,86,56,1
18,1,0,0,0,0,0,0,0,0,1
31,5,55,255.41,2239.77,0,12,13,36,19,1
14,2,50,232.19,1436.69,0,9,16,28,22,1
14,2,27,105.49,663.06,2,8,7,16,11,1
34,5,102,542.84,6272.78,0,13,27,54,48,1
16,2,30,125.1,650.51,0,8,10,17,13,1
21,2,36,150.12,960.75,3,8,10,20,16,1
6,1,10,31.7,79.25,0,5,4,6,4,1
45,5,98,498.57,4674.11,4,10,26,61,49,1
7,1,6,15.51,23.26,0,3,3,3,3,1
21,2,77,332.79,6239.78,0,12,8,52,25,1
6,1,4,8,12,0,3,1,3,1,1
7,1,6,15.51,23.26,0,3,3,3,3,1
14,2,12,39.86,119.59,5,5,5,6,6,1
5,1,4,8,12,0,3,1,3,1,1
63,7,154,802.26,20900.88,7,18,19,99,55,1
12,2,30,125.1,597.06,1,7,11,15,15,1
26,6,0,0,0,0,0,0,0,0,1
46,12,125,580.48,19091.41,16,16,9,88,37,1
37,10,122,625.77,13437.64,12,16,19,71,51,1
24,10,60,288.44,4807.35,0,16,12,35,25,1
36,6,101,533.83,6427.26,3,14,25,58,43,1
14,2,21,79.95,533.03,1,8,6,11,10,1
12,2,18,64.53,258.12,0,6,6,10,8,1
8,1,31,118.03,708.17,0,7,7,19,12,1
60,8,146,801.81,15501.67,5,18,27,88,58,1
41,4,58,269.34,2751.15,9,11,14,32,26,1
5,1,14,48.43,254.27,0,7,4,8,6,1
16,2,41,180.09,1283.11,1,9,12,22,19,1
4,1,7,19.65,39.3,0,4,3,4,3,1
24,6,91,466.76,9884.43,0,18,17,51,40,1
44,5,0,0,0,0,0,0,0,0,1
367,48,1091,7412.71,454986.89,2,24,87,646,445,1
29,5,109,559.09,9416.28,0,16,19,69,40,1
29,5,124,710.26,8599.93,0,16,37,68,56,1
34,5,64,297.21,3703.65,0,12,13,37,27,1
49,6,146,742.77,17885.11,2,15,19,85,61,1
33,4,79,371.33,3829.39,1,10,16,46,33,1
52,9,0,0,0,0,0,0,0,0,1
41,5,112,596.06,7702.88,0,14,26,64,48,1
40,2,122,604.41,7483.2,6,10,21,70,52,1
31,2,85,417.09,4346.47,4,11,19,49,36,1
7,1,6,15.51,31.02,1,4,2,4,2,1
44,5,0,0,0,0,0,0,0,0,1
30,4,54,253.82,3045.88,2,13,13,30,24,1
51,16,0,0,0,0,0,0,0,0,1
22,2,0,0,0,0,0,0,0,0,1
35,3,0,0,0,0,0,0,0,0,1
33,2,0,0,0,0,0,0,0,0,1
112,48,406,2378.34,128628.57,23,22,36,229,177,1
4,1,7,19.65,39.3,0,4,3,4,3,1
13,2,30,125.1,360.86,0,5,13,15,15,1
15,2,43,204.46,1405.66,0,11,16,23,20,1
12,2,23,94.01,329.04,1,7,10,13,10,1
115,14,301,1732.22,42742.56,4,14,40,160,141,1
10,1,32,128,576,1,6,10,17,15,1
44,8,0,0,0,0,0,0,0,0,1
41,5,164,872.8,19030.75,0,17,23,105,59,1
169,21,534,3413.5,172381.62,2,28,56,332,202,1
112,18,312,1733.03,84641.27,1,22,25,201,111,1
100,6,270,1594.86,42509.17,6,21,39,171,99,1
133,10,255,1416.42,50886.21,39,20,27,158,97,1
19,2,60,240,3702.86,0,9,7,36,24,1
19,2,70,280,6533.33,0,10,6,42,28,1
28,1,85,404.17,3751.16,1,11,16,58,27,1
78,13,396,2466.61,82494.47,3,21,54,224,172,1
63,5,186,1002.97,20985.24,3,16,26,118,68,1
52,4,167,947.3,16814.49,0,17,34,96,71,1
54,6,119,653.53,12294.54,2,21,24,76,43,1
96,7,205,1112.38,39175.27,29,20,23,124,81,1
123,28,280,1721.93,77011.02,0,33,38,177,103,1
86,46,609,3745.2,189170.61,8,22,49,384,225,1
122,41,391,2066.59,186362.34,0,25,14,290,101,1
17,13,0,0,0,0,0,0,0,0,1
14,2,29,116,969.43,0,9,7,16,13,1
50,15,0,0,0,0,0,0,0,0,1
24,15,0,0,0,0,0,0,0,0,1
28,9,177,915.08,35284.28,0,19,17,108,69,1
16,3,30,122.62,1348.86,0,11,6,18,12,1
5,1,7,19.65,49.13,0,5,2,5,2,1
18,2,30,122.62,1051.06,0,10,7,18,12,1
20,10,74,325.03,9425.91,0,14,7,45,29,1
5,1,7,19.65,49.13,0,5,2,5,2,1
60,11,113,518.1,17770.86,6,14,10,64,49,1
23,8,87,438.86,14482.46,0,22,11,54,33,1
27,5,58,265.93,5096.95,0,15,9,35,23,1
69,11,0,0,0,0,0,0,0,0,1
28,9,118,595.24,23958.35,0,21,12,72,46,1
14,10,85,408.63,8826.3,0,18,10,61,24,1
15,10,86,417.79,9525.53,0,19,10,62,24,1
54,17,0,0,0,0,0,0,0,0,1
40,3,89,482.94,5683.8,0,17,26,53,36,1
78,12,147,747.86,15645.96,0,15,19,94,53,1
24,2,59,254.99,3314.92,4,10,10,33,26,1
28,5,110,497.59,6717.49,0,9,14,68,42,1
24,10,84,374.59,5618.88,0,11,11,54,30,1
24,5,54,262.33,2238.01,0,13,16,33,21,1
143,15,245,1396.61,29575.22,1,18,34,165,80,1
21,5,43,188.87,1038.78,0,11,10,33,10,1
28,13,110,510.82,9194.84,0,12,13,71,39,1
24,5,54,262.33,2238.01,0,13,16,33,21,1
24,3,40,166.8,1355.23,1,10,8,27,13,1
5,1,8,24,72,0,6,2,6,2,1
107,31,286,1653.47,64005.25,0,24,31,186,100,1
30,2,119,610.38,12079.19,0,16,19,72,47,1
31,2,130,666.81,14318.8,0,16,19,79,51,1
11,2,17,62.91,220.18,0,7,6,11,6,1
16,2,28,118.94,642.29,0,9,10,16,12,1
22,3,46,210.91,2109.08,0,12,12,26,20,1
130,13,267,1607.97,57786.5,25,25,40,152,115,1
121,13,286,1722.4,69470.02,16,26,39,165,121,1
28,3,66,330,2970,0,12,20,36,30,1
71,1,77,388.42,2816.03,12,11,22,48,29,1
97,5,160,883.77,12372.78,19,14,32,96,64,1
58,9,139,758.86,15860.19,7,19,25,84,55,1
18,3,63,315,5467.5,0,18,14,36,27,1
60,19,0,0,0,0,0,0,0,0,1
16,2,63,302.86,3018.54,0,13,15,40,23,1
4,1,7,19.65,39.3,0,4,3,4,3,1
87,6,0,0,0,0,0,0,0,0,1
129,7,0,0,0,0,0,0,0,0,1
76,11,0,0,0,0,0,0,0,0,1
83,8,0,0,0,0,0,0,0,0,1
125,15,0,0,0,0,0,0,0,0,1
129,16,0,0,0,0,0,0,0,0,1
128,16,0,0,0,0,0,0,0,0,1
129,16,0,0,0,0,0,0,0,0,1
130,17,0,0,0,0,0,0,0,0,1
92,8,0,0,0,0,0,0,0,0,1
92,22,403,2671.63,85162.8,4,26,73,224,179,1
70,15,0,0,0,0,0,0,0,0,1
